Geo Point;Geo Shape;Kategorie;Bezeichnung;Adresse;Ort;Land;PLZ;Information;Parkplatzart;Anzahl_Parkplätze
47.42279964060835,9.378271903145768;"{""coordinates"": [9.378271903145768, 47.42279964060835], ""type"": ""Point""}";Parkplätze, Parkhäuser;;Moosbruggstrasse;St.Gallen;Schweiz;9000;Weiss (bewirtschaftet): 2;Weiss (bewirtschaftet);2.0
47.43002644471597,9.399834634456095;"{""coordinates"": [9.399834634456095, 47.43002644471597], ""type"": ""Point""}";Parkplätze, Parkhäuser;;Goldbrunnenstrasse;St.Gallen;Schweiz;9000;Erweiterte Blaue Zone: 7;Erweiterte Blaue Zone;7.0
47.42247169733981,9.366963507704359;"{""coordinates"": [9.366963507704359, 47.42247169733981], ""type"": ""Point""}";Parkplätze, Parkhäuser;;Lagerstrasse;St.Gallen;Schweiz;9000;Taxistandplatz: 6;Taxistandplatz;6.0
47.419958744929424,9.361603289383439;"{""coordinates"": [9.361603289383439, 47.419958744929424], ""type"": ""Point""}";Parkplätze, Parkhäuser;Parkgarage Kreuzbleiche;Bogenstrasse;St.Gallen;Schweiz;9000;Invalidenparkplatz: 4;Invalidenparkplatz;4.0
47.420215133788716,9.368098062796243;"{""coordinates"": [9.368098062796243, 47.420215133788716], ""type"": ""Point""}";Parkplätze, Parkhäuser;Tiefgarage Pestalozzistrasse (Lagerhaus Vadian- und Davidstrasse);Vadianstrasse;St.Gallen;Schweiz;9000;Invalidenparkplatz: 3;Invalidenparkplatz;3.0
47.420061688311726,9.36758351261866;"{""coordinates"": [9.36758351261866, 47.420061688311726], ""type"": ""Point""}";Parkplätze, Parkhäuser;Tiefgarage Pestalozzistrasse (Lagerhaus Vadian- und Davidstrasse);Vadianstrasse;St.Gallen;Schweiz;9000;Unterirdisch, Garage: 54;Unterirdisch, Garage;54.0
47.43131946353745,9.38334802568373;"{""coordinates"": [9.38334802568373, 47.43131946353745], ""type"": ""Point""}";Parkplätze, Parkhäuser;Parkhaus Olma Messen St.Gallen;Sonnenstrasse;St.Gallen;Schweiz;9000;Invalidenparkplatz: 2;Invalidenparkplatz;2.0
47.42209643484607,9.366718137314045;"{""coordinates"": [9.366718137314045, 47.42209643484607], ""type"": ""Point""}";Parkplätze, Parkhäuser;Park+Rail SBB Bahnhof St.Gallen (östlich Lokremise);Lagerstrasse;St.Gallen;Schweiz;9000;Weiss (bewirtschaftet): 14;Weiss (bewirtschaftet);14.0
47.42510993692947,9.372043060410746;"{""coordinates"": [9.372043060410746, 47.42510993692947], ""type"": ""Point""}";Parkplätze, Parkhäuser;;Bahnhofstrasse;St.Gallen;Schweiz;9000;Weiss (bewirtschaftet): 2;Weiss (bewirtschaftet);2.0
47.42854840369639,9.38233164874949;"{""coordinates"": [9.38233164874949, 47.42854840369639], ""type"": ""Point""}";Parkplätze, Parkhäuser;;Museumstrasse;St.Gallen;Schweiz;9000;Weiss (bewirtschaftet): 2;Weiss (bewirtschaftet);2.0
47.427931030512795,9.381215400809069;"{""coordinates"": [9.381215400809069, 47.427931030512795], ""type"": ""Point""}";Parkplätze, Parkhäuser;;Museumstrasse;St.Gallen;Schweiz;9000;Weiss (bewirtschaftet): 2;Weiss (bewirtschaftet);2.0
47.41963398479497,9.355771500517198;"{""coordinates"": [9.355771500517198, 47.41963398479497], ""type"": ""Point""}";Parkplätze, Parkhäuser;;Vonwilstrasse;St.Gallen;Schweiz;9000;Erweiterte Blaue Zone: 1;Erweiterte Blaue Zone;1.0
47.40724120185251,9.333838845239534;"{""coordinates"": [9.333838845239534, 47.40724120185251], ""type"": ""Point""}";Parkplätze, Parkhäuser;;Stockbergstrasse;St.Gallen;Schweiz;9014;Erweiterte Blaue Zone: 3;Erweiterte Blaue Zone;3.0
47.41741375663979,9.352565944279293;"{""coordinates"": [9.352565944279293, 47.41741375663979], ""type"": ""Point""}";Parkplätze, Parkhäuser;;Dürrenmattstrasse;St.Gallen;Schweiz;9000;Erweiterte Blaue Zone: 5;Erweiterte Blaue Zone;5.0
47.40845379999774,9.335311203429438;"{""coordinates"": [9.335311203429438, 47.40845379999774], ""type"": ""Point""}";Parkplätze, Parkhäuser;;Obere Friedhofstrasse;St.Gallen;Schweiz;9014;Weiss (bewirtschaftet): 1;Weiss (bewirtschaftet);1.0
47.40862421634219,9.335175215109004;"{""coordinates"": [9.335175215109004, 47.40862421634219], ""type"": ""Point""}";Parkplätze, Parkhäuser;;Obere Friedhofstrasse;St.Gallen;Schweiz;9014;Weiss (bewirtschaftet): 2;Weiss (bewirtschaftet);2.0
47.408869350675566,9.334980033061234;"{""coordinates"": [9.334980033061234, 47.408869350675566], ""type"": ""Point""}";Parkplätze, Parkhäuser;;Obere Friedhofstrasse;St.Gallen;Schweiz;9014;Weiss (bewirtschaftet): 2;Weiss (bewirtschaftet);2.0
47.40963963693282,9.335804944471489;"{""coordinates"": [9.335804944471489, 47.40963963693282], ""type"": ""Point""}";Parkplätze, Parkhäuser;;Rittmeyerstrasse;St.Gallen;Schweiz;9014;Weiss (bewirtschaftet): 2;Weiss (bewirtschaftet);2.0
47.434253958029295,9.383267705006645;"{""coordinates"": [9.383267705006645, 47.434253958029295], ""type"": ""Point""}";Parkplätze, Parkhäuser;;Heinestrasse;St.Gallen;Schweiz;9008;Erweiterte Blaue Zone: 1;Erweiterte Blaue Zone;1.0
47.44155002022998,9.37458678145046;"{""coordinates"": [9.37458678145046, 47.44155002022998], ""type"": ""Point""}";Parkplätze, Parkhäuser;;Holzstrasse;St.Gallen;Schweiz;9010;Erweiterte Blaue Zone: 2;Erweiterte Blaue Zone;2.0
47.43227061332026,9.393209164572735;"{""coordinates"": [9.393209164572735, 47.43227061332026], ""type"": ""Point""}";Parkplätze, Parkhäuser;;Friedeggstrasse;St.Gallen;Schweiz;9000;Erweiterte Blaue Zone: 5;Erweiterte Blaue Zone;5.0
47.43243074550666,9.392258960731752;"{""coordinates"": [9.392258960731752, 47.43243074550666], ""type"": ""Point""}";Parkplätze, Parkhäuser;;Fidesstrasse;St.Gallen;Schweiz;9000;Erweiterte Blaue Zone: 2;Erweiterte Blaue Zone;2.0
47.43485790131284,9.403230071025439;"{""coordinates"": [9.403230071025439, 47.43485790131284], ""type"": ""Point""}";Parkplätze, Parkhäuser;;Scheidwegstrasse;St.Gallen;Schweiz;9000;Erweiterte Blaue Zone: 3;Erweiterte Blaue Zone;3.0
47.421385688530904,9.37093085129328;"{""coordinates"": [9.37093085129328, 47.421385688530904], ""type"": ""Point""}";Parkplätze, Parkhäuser;;Speerstrasse;St.Gallen;Schweiz;9000;Weiss (bewirtschaftet): 2;Weiss (bewirtschaftet);2.0
47.40404889066695,9.30743451063993;"{""coordinates"": [9.30743451063993, 47.40404889066695], ""type"": ""Point""}";Parkplätze, Parkhäuser;;Mövenstrasse;St.Gallen;Schweiz;9015;Weiss (bewirtschaftet): 1;Weiss (bewirtschaftet);1.0
47.43213280728322,9.388492084994796;"{""coordinates"": [9.388492084994796, 47.43213280728322], ""type"": ""Point""}";Parkplätze, Parkhäuser;;Lindenstrasse;St.Gallen;Schweiz;9000;Weiss (bewirtschaftet): 2;Weiss (bewirtschaftet);2.0
47.41309999107313,9.355006446450014;"{""coordinates"": [9.355006446450014, 47.41309999107313], ""type"": ""Point""}";Parkplätze, Parkhäuser;;Ruhsitzstrasse;St.Gallen;Schweiz;9000;Erweiterte Blaue Zone: 8;Erweiterte Blaue Zone;8.0
47.43070104137671,9.375633301672687;"{""coordinates"": [9.375633301672687, 47.43070104137671], ""type"": ""Point""}";Parkplätze, Parkhäuser;;Dufourstrasse;St.Gallen;Schweiz;9000;Weiss (bewirtschaftet): 2;Weiss (bewirtschaftet);2.0
47.44258367416952,9.406160326214792;"{""coordinates"": [9.406160326214792, 47.44258367416952], ""type"": ""Point""}";Parkplätze, Parkhäuser;;Oberzilstrasse;St.Gallen;Schweiz;9016;Erweiterte Blaue Zone: 3;Erweiterte Blaue Zone;3.0
47.41873662004955,9.355563909158176;"{""coordinates"": [9.355563909158176, 47.41873662004955], ""type"": ""Point""}";Parkplätze, Parkhäuser;;Salisstrasse;St.Gallen;Schweiz;9000;Erweiterte Blaue Zone: 10;Erweiterte Blaue Zone;10.0
47.411818509144844,9.34327586931059;"{""coordinates"": [9.34327586931059, 47.411818509144844], ""type"": ""Point""}";Parkplätze, Parkhäuser;;Moosstrasse;St.Gallen;Schweiz;9014;Erweiterte Blaue Zone: 2;Erweiterte Blaue Zone;2.0
47.4356048981554,9.39003514795678;"{""coordinates"": [9.39003514795678, 47.4356048981554], ""type"": ""Point""}";Parkplätze, Parkhäuser;;Kolumbanstrasse;St.Gallen;Schweiz;9008;Erweiterte Blaue Zone: 4;Erweiterte Blaue Zone;4.0
47.428793254651296,9.391538636379876;"{""coordinates"": [9.391538636379876, 47.428793254651296], ""type"": ""Point""}";Parkplätze, Parkhäuser;;Bedastrasse;St.Gallen;Schweiz;9000;Erweiterte Blaue Zone: 1;Erweiterte Blaue Zone;1.0
47.418119092294575,9.360923851163724;"{""coordinates"": [9.360923851163724, 47.418119092294575], ""type"": ""Point""}";Parkplätze, Parkhäuser;;Zylistrasse;St.Gallen;Schweiz;9000;Erweiterte Blaue Zone: 1;Erweiterte Blaue Zone;1.0
47.44226959987424,9.38096962761804;"{""coordinates"": [9.38096962761804, 47.44226959987424], ""type"": ""Point""}";Parkplätze, Parkhäuser;;Kirchlistrasse;St.Gallen;Schweiz;9010;Erweiterte Blaue Zone: 2;Erweiterte Blaue Zone;2.0
47.43438076627596,9.387155273054823;"{""coordinates"": [9.387155273054823, 47.43438076627596], ""type"": ""Point""}";Parkplätze, Parkhäuser;;Aeplistrasse;St.Gallen;Schweiz;9008;Erweiterte Blaue Zone: 2;Erweiterte Blaue Zone;2.0
47.43914667629351,9.390776090277582;"{""coordinates"": [9.390776090277582, 47.43914667629351], ""type"": ""Point""}";Parkplätze, Parkhäuser;;Langgasse;St.Gallen;Schweiz;9008;Weiss (bewirtschaftet): 2;Weiss (bewirtschaftet);2.0
47.43487643581952,9.385509579337885;"{""coordinates"": [9.385509579337885, 47.43487643581952], ""type"": ""Point""}";Parkplätze, Parkhäuser;;Langgasse;St.Gallen;Schweiz;9008;Weiss (bewirtschaftet): 2;Weiss (bewirtschaftet);2.0
47.414015134307945,9.313257577604803;"{""coordinates"": [9.313257577604803, 47.414015134307945], ""type"": ""Point""}";Parkplätze, Parkhäuser;Interio;Gaiserwaldstrasse;St.Gallen;Schweiz;9015;Güterumschlag: 3;Güterumschlag;3.0
47.41843083599012,9.35090092493675;"{""coordinates"": [9.35090092493675, 47.41843083599012], ""type"": ""Point""}";Parkplätze, Parkhäuser;;Föhrenstrasse;St.Gallen;Schweiz;9000;Erweiterte Blaue Zone: 2;Erweiterte Blaue Zone;2.0
47.43844712138221,9.384981698105223;"{""coordinates"": [9.384981698105223, 47.43844712138221], ""type"": ""Point""}";Parkplätze, Parkhäuser;;Goethestrasse;St.Gallen;Schweiz;9008;Erweiterte Blaue Zone: 6;Erweiterte Blaue Zone;6.0
47.43806188369941,9.384459188020342;"{""coordinates"": [9.384459188020342, 47.43806188369941], ""type"": ""Point""}";Parkplätze, Parkhäuser;;Goethestrasse;St.Gallen;Schweiz;9008;Erweiterte Blaue Zone: 4;Erweiterte Blaue Zone;4.0
47.43295768924249,9.401896273578796;"{""coordinates"": [9.401896273578796, 47.43295768924249], ""type"": ""Point""}";Parkplätze, Parkhäuser;;Falkensteinstrasse;St.Gallen;Schweiz;9000;Erweiterte Blaue Zone: 1;Erweiterte Blaue Zone;1.0
47.43250175946926,9.400998606168107;"{""coordinates"": [9.400998606168107, 47.43250175946926], ""type"": ""Point""}";Parkplätze, Parkhäuser;;Falkensteinstrasse;St.Gallen;Schweiz;9000;Erweiterte Blaue Zone: 3;Erweiterte Blaue Zone;3.0
47.43165450792969,9.386437390718744;"{""coordinates"": [9.386437390718744, 47.43165450792969], ""type"": ""Point""}";Parkplätze, Parkhäuser;Parkhaus Kantonsspital-Böschenmühle;Aeussere Schellenstrasse;St.Gallen;Schweiz;9000;Kundenparkplatz: 225;Kundenparkplatz;225.0
47.41411707142398,9.312428805483343;"{""coordinates"": [9.312428805483343, 47.41411707142398], ""type"": ""Point""}";Parkplätze, Parkhäuser;Interio;Gaiserwaldstrasse;St.Gallen;Schweiz;9015;Kundenparkplatz: 1;Kundenparkplatz;1.0
47.42099436100507,9.370471517412875;"{""coordinates"": [9.370471517412875, 47.42099436100507], ""type"": ""Point""}";Parkplätze, Parkhäuser;;Gäbrisstrasse;St.Gallen;Schweiz;9000;Weiss (bewirtschaftet): 2;Weiss (bewirtschaftet);2.0
47.42535912390123,9.361855705261325;"{""coordinates"": [9.361855705261325, 47.42535912390123], ""type"": ""Point""}";Parkplätze, Parkhäuser;;Dietlistrasse;St.Gallen;Schweiz;9000;Erweiterte Blaue Zone: 4;Erweiterte Blaue Zone;4.0
47.42649727608941,9.374106028760094;"{""coordinates"": [9.374106028760094, 47.42649727608941], ""type"": ""Point""}";Parkplätze, Parkhäuser;;Unterer Graben;St.Gallen;Schweiz;9000;Weiss (bewirtschaftet): 2;Weiss (bewirtschaftet);2.0
47.42871780968166,9.376226423758947;"{""coordinates"": [9.376226423758947, 47.42871780968166], ""type"": ""Point""}";Parkplätze, Parkhäuser;;Böcklinstrasse;St.Gallen;Schweiz;9000;Erweiterte Blaue Zone: 6;Erweiterte Blaue Zone;6.0
47.411771203806104,9.362617959165641;"{""coordinates"": [9.362617959165641, 47.411771203806104], ""type"": ""Point""}";Parkplätze, Parkhäuser;;Solitüdenstrasse;St.Gallen;Schweiz;9012;Erweiterte Blaue Zone: 7;Erweiterte Blaue Zone;7.0
47.43422525074849,9.382210239092764;"{""coordinates"": [9.382210239092764, 47.43422525074849], ""type"": ""Point""}";Parkplätze, Parkhäuser;;Dufourstrasse;St.Gallen;Schweiz;9008;Erweiterte Blaue Zone: 3;Erweiterte Blaue Zone;3.0
47.42798783859457,9.39494566258901;"{""coordinates"": [9.39494566258901, 47.42798783859457], ""type"": ""Point""}";Parkplätze, Parkhäuser;;Birnbäumenstrasse;St.Gallen;Schweiz;9000;Erweiterte Blaue Zone: 7;Erweiterte Blaue Zone;7.0
47.428476666326524,9.380810777233297;"{""coordinates"": [9.380810777233297, 47.428476666326524], ""type"": ""Point""}";Parkplätze, Parkhäuser;;Ekkehardstrasse;St.Gallen;Schweiz;9000;Erweiterte Blaue Zone: 4;Erweiterte Blaue Zone;4.0
47.409248883392266,9.333319656340127;"{""coordinates"": [9.333319656340127, 47.409248883392266], ""type"": ""Point""}";Parkplätze, Parkhäuser;;Distelistrasse;St.Gallen;Schweiz;9014;Erweiterte Blaue Zone: 3;Erweiterte Blaue Zone;3.0
47.40993459162379,9.337920376055383;"{""coordinates"": [9.337920376055383, 47.40993459162379], ""type"": ""Point""}";Parkplätze, Parkhäuser;;Moosstrasse;St.Gallen;Schweiz;9014;Erweiterte Blaue Zone: 3;Erweiterte Blaue Zone;3.0
47.407629453154115,9.333730969860422;"{""coordinates"": [9.333730969860422, 47.407629453154115], ""type"": ""Point""}";Parkplätze, Parkhäuser;;Rickenstrasse;St.Gallen;Schweiz;9014;Erweiterte Blaue Zone: 3;Erweiterte Blaue Zone;3.0
47.426274247611204,9.38451827956734;"{""coordinates"": [9.38451827956734, 47.426274247611204], ""type"": ""Point""}";Parkplätze, Parkhäuser;;Schwalbenstrasse;St.Gallen;Schweiz;9000;Erweiterte Blaue Zone: 3;Erweiterte Blaue Zone;3.0
47.440028398324806,9.40846937275341;"{""coordinates"": [9.40846937275341, 47.440028398324806], ""type"": ""Point""}";Parkplätze, Parkhäuser;;Brauerstrasse;St.Gallen;Schweiz;9016;Erweiterte Blaue Zone: 3;Erweiterte Blaue Zone;3.0
47.40172922501178,9.301227137125412;"{""coordinates"": [9.301227137125412, 47.40172922501178], ""type"": ""Point""}";Parkplätze, Parkhäuser;;Herisauer Strasse;St.Gallen;Schweiz;9015;Erweiterte Blaue Zone: 1;Erweiterte Blaue Zone;1.0
47.42655594648129,9.383976540619651;"{""coordinates"": [9.383976540619651, 47.42655594648129], ""type"": ""Point""}";Parkplätze, Parkhäuser;;Florastrasse;St.Gallen;Schweiz;9000;Erweiterte Blaue Zone: 2;Erweiterte Blaue Zone;2.0
47.43089941767353,9.398579378362085;"{""coordinates"": [9.398579378362085, 47.43089941767353], ""type"": ""Point""}";Parkplätze, Parkhäuser;;Hagenbuchstrasse;St.Gallen;Schweiz;9000;Erweiterte Blaue Zone: 1;Erweiterte Blaue Zone;1.0
47.4162785374805,9.38170196760476;"{""coordinates"": [9.38170196760476, 47.4162785374805], ""type"": ""Point""}";Parkplätze, Parkhäuser;;Wiesenstrasse;St.Gallen;Schweiz;9000;Erweiterte Blaue Zone: 2;Erweiterte Blaue Zone;2.0
47.41830693709946,9.380091282703697;"{""coordinates"": [9.380091282703697, 47.41830693709946], ""type"": ""Point""}";Parkplätze, Parkhäuser;;Wiesenstrasse;St.Gallen;Schweiz;9000;Erweiterte Blaue Zone: 2;Erweiterte Blaue Zone;2.0
47.422763953160505,9.391743596639405;"{""coordinates"": [9.391743596639405, 47.422763953160505], ""type"": ""Point""}";Parkplätze, Parkhäuser;Buswendeplatz Dreilinden;Dreilindenstrasse;St.Gallen;Schweiz;9011;Weiss (bewirtschaftet): 9;Weiss (bewirtschaftet);9.0
47.42321640918614,9.391095659165774;"{""coordinates"": [9.391095659165774, 47.42321640918614], ""type"": ""Point""}";Parkplätze, Parkhäuser;Buswendeplatz Dreilinden;Dreilindenstrasse;St.Gallen;Schweiz;9011;Weiss (bewirtschaftet): 12;Weiss (bewirtschaftet);12.0
47.417627905371205,9.384514113332235;"{""coordinates"": [9.384514113332235, 47.417627905371205], ""type"": ""Point""}";Parkplätze, Parkhäuser;;Biserhofstrasse;St.Gallen;Schweiz;9011;Erweiterte Blaue Zone: 2;Erweiterte Blaue Zone;2.0
47.437461793419466,9.405666508003954;"{""coordinates"": [9.405666508003954, 47.437461793419466], ""type"": ""Point""}";Parkplätze, Parkhäuser;Post Neudorf;Rorschacher Strasse;St.Gallen;Schweiz;9016;Kundenparkplatz: 4;Kundenparkplatz;4.0
47.410305066780126,9.332354183717904;"{""coordinates"": [9.332354183717904, 47.410305066780126], ""type"": ""Point""}";Parkplätze, Parkhäuser;;Straubenzellstrasse;St.Gallen;Schweiz;9014;Erweiterte Blaue Zone: 4;Erweiterte Blaue Zone;4.0
47.408008665535945,9.311748316256864;"{""coordinates"": [9.311748316256864, 47.408008665535945], ""type"": ""Point""}";Parkplätze, Parkhäuser;Top Tip;Breitfeldstrasse;St.Gallen;Schweiz;9015;Unterirdisch, Garage: 37;Unterirdisch, Garage;37.0
47.436584565991865,9.407833992718137;"{""coordinates"": [9.407833992718137, 47.436584565991865], ""type"": ""Point""}";Parkplätze, Parkhäuser;;Martinsbruggstrasse;St.Gallen;Schweiz;9016;Erweiterte Blaue Zone: 2;Erweiterte Blaue Zone;2.0
47.43556966278873,9.40867971789912;"{""coordinates"": [9.40867971789912, 47.43556966278873], ""type"": ""Point""}";Parkplätze, Parkhäuser;;Fuchsenstrasse;St.Gallen;Schweiz;9016;Erweiterte Blaue Zone: 7;Erweiterte Blaue Zone;7.0
47.43608305622316,9.405778333992174;"{""coordinates"": [9.405778333992174, 47.43608305622316], ""type"": ""Point""}";Parkplätze, Parkhäuser;;Grünaustrasse;St.Gallen;Schweiz;9016;Erweiterte Blaue Zone: 2;Erweiterte Blaue Zone;2.0
47.43394004090491,9.401433645859811;"{""coordinates"": [9.401433645859811, 47.43394004090491], ""type"": ""Point""}";Parkplätze, Parkhäuser;;Scheidwegstrasse;St.Gallen;Schweiz;9000;Erweiterte Blaue Zone: 1;Erweiterte Blaue Zone;1.0
47.42012361159139,9.353837437560857;"{""coordinates"": [9.353837437560857, 47.42012361159139], ""type"": ""Point""}";Parkplätze, Parkhäuser;Drogerie/Migros Lachen;Ulmenstrasse;St.Gallen;Schweiz;9000;Güterumschlag: 2;Güterumschlag;2.0
47.43235223671597,9.392491044644872;"{""coordinates"": [9.392491044644872, 47.43235223671597], ""type"": ""Point""}";Parkplätze, Parkhäuser;;Schlösslistrasse;St.Gallen;Schweiz;9000;Erweiterte Blaue Zone: 3;Erweiterte Blaue Zone;3.0
47.433732333246,9.39594794887492;"{""coordinates"": [9.39594794887492, 47.433732333246], ""type"": ""Point""}";Parkplätze, Parkhäuser;;Lindenstrasse;St.Gallen;Schweiz;9000;Erweiterte Blaue Zone: 3;Erweiterte Blaue Zone;3.0
47.41158434071324,9.339127203368646;"{""coordinates"": [9.339127203368646, 47.41158434071324], ""type"": ""Point""}";Parkplätze, Parkhäuser;Otto's;Fürstenlandstrasse;St.Gallen;Schweiz;9014;Kundenparkplatz: 2;Kundenparkplatz;2.0
47.42589623026454,9.360672636483871;"{""coordinates"": [9.360672636483871, 47.42589623026454], ""type"": ""Point""}";Parkplätze, Parkhäuser;Bistro Schoren;Schorenstrasse;St.Gallen;Schweiz;9000;Weiss (bewirtschaftet): 2;Weiss (bewirtschaftet);2.0
47.42297754360208,9.373866577219447;"{""coordinates"": [9.373866577219447, 47.42297754360208], ""type"": ""Point""}";Parkplätze, Parkhäuser;;Seidenhofstrasse;St.Gallen;Schweiz;9000;Weiss (bewirtschaftet): 1;Weiss (bewirtschaftet);1.0
47.427949785523055,9.363580674388247;"{""coordinates"": [9.363580674388247, 47.427949785523055], ""type"": ""Point""}";Parkplätze, Parkhäuser;Bei Schorenstrasse 75;Im Hölzli;St.Gallen;Schweiz;9000;Erweiterte Blaue Zone: 3;Erweiterte Blaue Zone;3.0
47.4271450987444,9.362602409673494;"{""coordinates"": [9.362602409673494, 47.4271450987444], ""type"": ""Point""}";Parkplätze, Parkhäuser;;Im Hölzli;St.Gallen;Schweiz;9000;Erweiterte Blaue Zone: 5;Erweiterte Blaue Zone;5.0
47.43527817283506,9.38604467637908;"{""coordinates"": [9.38604467637908, 47.43527817283506], ""type"": ""Point""}";Parkplätze, Parkhäuser;;Langgasse;St.Gallen;Schweiz;9008;Weiss (bewirtschaftet): 1;Weiss (bewirtschaftet);1.0
47.42097898892497,9.346004196968888;"{""coordinates"": [9.346004196968888, 47.42097898892497], ""type"": ""Point""}";Parkplätze, Parkhäuser;;Zwyssigstrasse;St.Gallen;Schweiz;9000;Erweiterte Blaue Zone: 4;Erweiterte Blaue Zone;4.0
47.41961443078768,9.353677448987824;"{""coordinates"": [9.353677448987824, 47.41961443078768], ""type"": ""Point""}";Parkplätze, Parkhäuser;;Kamorstrasse;St.Gallen;Schweiz;9000;Erweiterte Blaue Zone: 2;Erweiterte Blaue Zone;2.0
47.42619315854813,9.361161361394561;"{""coordinates"": [9.361161361394561, 47.42619315854813], ""type"": ""Point""}";Parkplätze, Parkhäuser;;Schorenstrasse;St.Gallen;Schweiz;9000;Erweiterte Blaue Zone: 5;Erweiterte Blaue Zone;5.0
