Geo Point;Geo Shape;Wärmeversorgung
47.41511451848925,9.360076266686583;"{""coordinates"": [[[9.360342716958732, 47.41464199910636], [9.359587838124819, 47.41445734087575], [9.359382955747389, 47.41451478179994], [9.359459839892633, 47.41488089816014], [9.35959451731467, 47.41508397583141], [9.359753983849174, 47.41553246148591], [9.360102981641933, 47.41582922177461], [9.360693933212099, 47.41544118468163], [9.36086208197076, 47.41535821679084], [9.360971563287775, 47.415304195834445], [9.36093769733662, 47.41524802523698], [9.360274746902254, 47.41485384426908], [9.360342716958732, 47.41464199910636]]], ""type"": ""Polygon""}";Fernwärme Endausbaupotential
47.41250233440019,9.340787736107751;"{""coordinates"": [[[9.340132099346949, 47.41127290880998], [9.339356529926437, 47.41111966147456], [9.339057591540664, 47.41163673856629], [9.339206101888726, 47.411715536692014], [9.338752114590068, 47.41240823412443], [9.338999858340008, 47.412491860262854], [9.338904432290294, 47.412635614775205], [9.340499498635095, 47.4131895100433], [9.342154622459239, 47.41378219611429], [9.34244508305001, 47.41370347508935], [9.34310139427898, 47.41331158253337], [9.34325749197519, 47.412990496300566], [9.341322706868695, 47.412318347773166], [9.341117863020283, 47.41150146600792], [9.340132099346949, 47.41127290880998]]], ""type"": ""Polygon""}";Fernwärme in Betrieb
47.41178233402182,9.333159788120794;"{""coordinates"": [[[9.334478912108962, 47.41237602720314], [9.334787127880142, 47.41197183700817], [9.335039764719308, 47.411614477613234], [9.334460437306744, 47.411419128400794], [9.334011594773507, 47.411275886385944], [9.33372519117611, 47.41166923558313], [9.332953592938733, 47.41143201252605], [9.331823285339294, 47.41109200871445], [9.331178280183572, 47.411744926225055], [9.333015788643804, 47.41235381768546], [9.333207194840664, 47.41206129848921], [9.334331988600288, 47.41248792847084], [9.334478912108962, 47.41237602720314]]], ""type"": ""Polygon""}";Fernwärme in Betrieb
47.419829270460596,9.371815670031626;"{""coordinates"": [[[9.37200614676782, 47.420302763200766], [9.372230470131305, 47.42004420119942], [9.372323556458097, 47.42007239615517], [9.372459666246437, 47.419957046095796], [9.372450896197757, 47.419957192859435], [9.372562209966219, 47.41984274344521], [9.371537235207109, 47.41936467901876], [9.371379858699814, 47.419525188000804], [9.371119685268594, 47.41979056471273], [9.371507908979485, 47.42004138154032], [9.37200614676782, 47.420302763200766]]], ""type"": ""Polygon""}";Fernwärme Erweiterung
47.432737724018175,9.399188711965023;"{""coordinates"": [[[9.399174872020685, 47.43236386793809], [9.398925729940922, 47.43226692362915], [9.398764903055843, 47.432424379586706], [9.398829540228833, 47.432512550530106], [9.398541905567184, 47.43279935456537], [9.399124512067095, 47.43311316414081], [9.399282679476428, 47.43320523649978], [9.39933210073675, 47.433153520780756], [9.39953842244911, 47.43305045218446], [9.399857895805043, 47.43267606049663], [9.399174872020685, 47.43236386793809]]], ""type"": ""Polygon""}";Fernwärme Ausbau 2020 bis 2025
47.42803183762543,9.38749068123115;"{""coordinates"": [[[9.38730233793416, 47.42688326538408], [9.386345977206107, 47.426465359709205], [9.386011282309923, 47.42668181438774], [9.385868581299, 47.42677721940612], [9.3860377020819, 47.426904581483534], [9.385921910231232, 47.42711113924968], [9.38571427203204, 47.42717973886917], [9.385582776077715, 47.42720675848259], [9.385109511978968, 47.42738212575383], [9.384812973878327, 47.427393318462435], [9.384433061547064, 47.427622927393315], [9.385898860718203, 47.42826614913872], [9.386910628182461, 47.42872060570713], [9.387283860952866, 47.42887388190145], [9.389074610478119, 47.429618719832106], [9.389624818835816, 47.429423432222244], [9.389704056093503, 47.42934149169029], [9.389754344343237, 47.42896862216476], [9.389694601129454, 47.42858521238272], [9.389623388244145, 47.42836051205388], [9.38954995791771, 47.42812883154443], [9.388002206575456, 47.42703268672236], [9.38776366693671, 47.42700569771252], [9.38730233793416, 47.42688326538408]]], ""type"": ""Polygon""}";Fernwärme in Betrieb
47.43221584377044,9.390141865682734;"{""coordinates"": [[[9.390634993022818, 47.4320539112307], [9.391002041444578, 47.43145362177318], [9.390493690664814, 47.43136699366432], [9.39028708671002, 47.43203498186547], [9.389433263772647, 47.43192538293813], [9.389142672158052, 47.43182202790384], [9.388756534905168, 47.43216001475347], [9.38897910892722, 47.43224925982746], [9.38895167332695, 47.432497739175574], [9.389577567096532, 47.43259647932313], [9.390740985131176, 47.43275298585711], [9.390923827943235, 47.432764175721225], [9.391093573719807, 47.432597997433504], [9.391342704288563, 47.43216596989726], [9.390634993022818, 47.4320539112307]]], ""type"": ""Polygon""}";Fernwärme in Betrieb
47.435316499828765,9.389255285931318;"{""coordinates"": [[[9.389267209091283, 47.4358715791091], [9.389922545489595, 47.43563306894922], [9.390117399782888, 47.43565695896307], [9.389942179609067, 47.4354633717606], [9.389577398810422, 47.43510990691807], [9.388972799394628, 47.434695386438584], [9.388821065649704, 47.434794050905154], [9.388793417654462, 47.43491232213717], [9.388731536092225, 47.4349691646137], [9.388635617777668, 47.43509478637734], [9.38851561797306, 47.435186716218986], [9.388816937452297, 47.43542964907347], [9.389081283680836, 47.435660798391034], [9.389267209091283, 47.4358715791091]]], ""type"": ""Polygon""}";Fernwärme Endausbaupotential
47.421635537996494,9.364127151970063;"{""coordinates"": [[[9.364483799296796, 47.42157402721761], [9.364570337028294, 47.42119888401703], [9.363959735788699, 47.4214269256743], [9.363727521660714, 47.42151364598174], [9.363662421514551, 47.421520641348984], [9.363557659108357, 47.421759686524915], [9.364402473077694, 47.422037558170416], [9.364483799296796, 47.42157402721761]]], ""type"": ""Polygon""}";dezentral erneuerbar, ausserhalb Bauzone
47.41854776301691,9.349793100736296;"{""coordinates"": [[[9.34959919894369, 47.41824834462177], [9.348839559138948, 47.41793132513722], [9.348761351583608, 47.417970440439376], [9.349857917004599, 47.41891402077044], [9.350059300496909, 47.41909359457297], [9.350670076654469, 47.41869797764289], [9.35025765287681, 47.41851839652485], [9.34959919894369, 47.41824834462177]]], ""type"": ""Polygon""}";Fernwärme in Betrieb
47.425016574436434,9.374618288507062;"{""coordinates"": [[[9.375059209960956, 47.42515846096355], [9.374709436913083, 47.42472668776233], [9.374207176551684, 47.42487423698153], [9.37432556108079, 47.42517457497076], [9.374804574579777, 47.42526984361126], [9.375059209960956, 47.42515846096355]]], ""type"": ""Polygon""}";Fernwärme Endausbaupotential
47.404513442805836,9.332726567211113;"{""coordinates"": [[[9.334857130811109, 47.40429893761764], [9.3344127015371, 47.404090776508355], [9.334335594947856, 47.40412070557921], [9.3341561143023, 47.40419035280233], [9.334034930062812, 47.4042206000235], [9.3339137456856, 47.404250847117254], [9.333513364473028, 47.4042574149825], [9.333242807147737, 47.4042463689597], [9.333089911048097, 47.40424012247632], [9.332463118618518, 47.40421452014289], [9.332453909015063, 47.40421415830083], [9.332420759485556, 47.40421284838342], [9.331829338589646, 47.40418953274865], [9.331345293226885, 47.40418735175653], [9.331235514884508, 47.40419926264167], [9.331234181708911, 47.40419941043742], [9.331070847278797, 47.40421712877359], [9.330925448024376, 47.404315551096886], [9.330929756978932, 47.40443680206775], [9.331007407292587, 47.404526514555336], [9.331205546491255, 47.40465470269709], [9.331434801879873, 47.404711306153224], [9.331462703629251, 47.404718199371466], [9.331551101103221, 47.40474002566562], [9.331557049385344, 47.404740719918486], [9.331969792111042, 47.40478876469118], [9.332411891639014, 47.40486744663506], [9.332625408925349, 47.404904386873305], [9.33283892650789, 47.40494132671638], [9.332933429526749, 47.40497047420319], [9.333072323970967, 47.40501332451968], [9.333371053840214, 47.40503875364413], [9.333374117549303, 47.40503845148684], [9.333400384547401, 47.40503588844532], [9.333682692586972, 47.40500836113053], [9.333533406172684, 47.40467388030416], [9.333705468208025, 47.40465189480448], [9.33372427981772, 47.40464948996956], [9.333787178992068, 47.40464145865555], [9.333825588348736, 47.404623365800994], [9.333860491969467, 47.40460693187326], [9.333996977254156, 47.404542641893116], [9.334271063558504, 47.40447558114401], [9.334306429255804, 47.40446692171559], [9.334310794729754, 47.40446559053184], [9.33432412730344, 47.40446153012693], [9.334857130811109, 47.40429893761764]]], ""type"": ""Polygon""}";dezentral erneuerbar, ausserhalb Bauzone
47.41778164008748,9.359879115119078;"{""coordinates"": [[[9.360192840481789, 47.41807193097595], [9.36046327815905, 47.417885472839714], [9.360651904404067, 47.417950180588456], [9.360395006015258, 47.41760658222471], [9.359876506371078, 47.41734375212973], [9.359469533272744, 47.417670696769555], [9.35918387396278, 47.41756132926276], [9.359024837099195, 47.41768733678489], [9.359944105540563, 47.41823026340909], [9.360192840481789, 47.41807193097595]]], ""type"": ""Polygon""}";Fernwärme in Betrieb
47.42214954239796,9.35124064217082;"{""coordinates"": [[[9.351616502510451, 47.421993726068344], [9.350796887778863, 47.42164706850364], [9.350589705726856, 47.42199838403579], [9.350647584442559, 47.422350505117414], [9.35143528464794, 47.42251485046643], [9.351872261945706, 47.42251760330467], [9.351974011575326, 47.42203356512414], [9.351616502510451, 47.421993726068344]]], ""type"": ""Polygon""}";Fernwärme in Betrieb
47.42287322783147,9.366552244111608;"{""coordinates"": [[[9.3669495013634, 47.42289106165015], [9.366405914976102, 47.4226040722009], [9.366153622794346, 47.4228648699032], [9.366529394524541, 47.42306913639802], [9.3666555871039, 47.42307360781936], [9.366792179042774, 47.42309764462528], [9.3669495013634, 47.42289106165015]]], ""type"": ""Polygon""}";Fernwärme in Betrieb
47.427255902945,9.379047720542497;"{""coordinates"": [[[9.379427330720477, 47.42665457177826], [9.37857268601387, 47.4266441252572], [9.378115473016653, 47.42665686411933], [9.377958254072599, 47.4267071406776], [9.377934251472125, 47.426900534744], [9.377890757273272, 47.42725104383062], [9.37815807633523, 47.427267889585394], [9.378431574656936, 47.427285125838125], [9.378459136647242, 47.42732220706292], [9.378505060133445, 47.427384009311055], [9.378561285809571, 47.427459655701156], [9.378409892227682, 47.42756760377926], [9.37948585458089, 47.428259472100976], [9.379660340154352, 47.42817324906438], [9.379732658490648, 47.42813752259916], [9.379908529705553, 47.42798644462628], [9.3796747156229, 47.42785854089798], [9.379434463339582, 47.427727110098736], [9.37944841604814, 47.42771598961235], [9.379956109352502, 47.42728885760807], [9.379858223778323, 47.427196061860805], [9.380176245938193, 47.42677220431968], [9.379540519219265, 47.426751879213654], [9.379427330720477, 47.42665457177826]]], ""type"": ""Polygon""}";dezentral erneuerbar, ausserhalb Bauzone
47.430301483108586,9.383067420406352;"{""coordinates"": [[[9.38341067045155, 47.43029403650763], [9.383047225249369, 47.42985846004295], [9.382930695157896, 47.430110262886465], [9.382763429238366, 47.43044823609262], [9.38301339200722, 47.43065835420686], [9.383290266148451, 47.430520344832914], [9.383188722969557, 47.43036441948455], [9.38341067045155, 47.43029403650763]]], ""type"": ""Polygon""}";Fernwärme Ergänzungsgebiet
47.44275057969835,9.409677982272497;"{""coordinates"": [[[9.410017693977082, 47.44333489124131], [9.410482578109184, 47.44279070338085], [9.410844824303943, 47.44286984164749], [9.41057516528814, 47.44238082724659], [9.410237131140539, 47.44195612754198], [9.409277282627189, 47.44226277808455], [9.408909002066586, 47.4422629554308], [9.408687160077655, 47.442821277101345], [9.409283410055908, 47.443639898882765], [9.410017693977082, 47.44333489124131]]], ""type"": ""Polygon""}";Fernwärme in Betrieb
47.42160099351865,9.369180665597083;"{""coordinates"": [[[9.369402092347727, 47.42141803157732], [9.36880080458217, 47.421178234079115], [9.36845445807961, 47.42153135919113], [9.369074349371125, 47.421789138301264], [9.369639976357611, 47.42203562120369], [9.369902089204528, 47.42170847062191], [9.369460130185418, 47.421532842160765], [9.369402092347727, 47.42141803157732]]], ""type"": ""Polygon""}";Fernwärme Ergänzungsgebiet
47.4226942542765,9.372285139820242;"{""coordinates"": [[[9.372253612527933, 47.42221141473249], [9.37192313330802, 47.422167344315355], [9.371851615844946, 47.42230789279106], [9.371715740234247, 47.42256276098874], [9.371599011732066, 47.42280209507219], [9.371968135867846, 47.42298079642965], [9.372570803319398, 47.42327255652393], [9.37293687883493, 47.42291301591877], [9.372726281497615, 47.42277393175297], [9.372904269489235, 47.422643845410356], [9.372879389965286, 47.422538863827974], [9.37271558316007, 47.42251051234209], [9.372587866854259, 47.42244219547592], [9.372576483403366, 47.422401072480156], [9.37262525042118, 47.42228568157371], [9.372253612527933, 47.42221141473249]]], ""type"": ""Polygon""}";Fernwärme in Betrieb
47.40953967962085,9.316919843909849;"{""coordinates"": [[[9.317856298005031, 47.41142690995662], [9.319192764376728, 47.410950983584186], [9.318308078675766, 47.40986697819843], [9.318520493372155, 47.40883268596071], [9.319690551788328, 47.407718622262465], [9.3186285035057, 47.407536253557375], [9.317912905607773, 47.40747917874388], [9.317520208075411, 47.40744804938348], [9.317257344803977, 47.40742778088499], [9.316992774548567, 47.40741133616445], [9.316728934483574, 47.40739792886225], [9.316466503129186, 47.407388762512696], [9.316200512557081, 47.40738351300736], [9.315999530208789, 47.407380274434104], [9.315403058282328, 47.40736024914559], [9.315452254210904, 47.40765771845285], [9.315565916835192, 47.40785834329538], [9.31576178925982, 47.408204144043204], [9.315663598467369, 47.40824244597615], [9.315635625664175, 47.40825495604288], [9.315569033639555, 47.40828473744303], [9.3154784337495, 47.40833086000161], [9.315394039505192, 47.40838121810206], [9.315313983771102, 47.408434726492715], [9.315238499572084, 47.40849122845302], [9.315185543235339, 47.40853527286469], [9.315134599642633, 47.408580400153156], [9.315085733754657, 47.40862657327919], [9.315067639468918, 47.40864337613847], [9.315049828074894, 47.40866030935103], [9.315032286644296, 47.408677382123706], [9.314993779884825, 47.408715532826946], [9.314958731919116, 47.40875518377753], [9.314945669544665, 47.40877224677185], [9.314943848858587, 47.408773607854684], [9.314943794165412, 47.40877468834948], [9.314927297575982, 47.40879621550677], [9.314900023848733, 47.408837602505216], [9.314877981901518, 47.40888040698733], [9.314861319598952, 47.40892431166978], [9.314851955954392, 47.40896359946424], [9.314846872814513, 47.409003258584946], [9.314846114932035, 47.40904305439115], [9.314846435588358, 47.40905027355061], [9.314846901943492, 47.40905749034404], [9.314847513680531, 47.40906469577986], [9.314853923822485, 47.409123997030015], [9.31486640156061, 47.40918285787046], [9.314884870231586, 47.4092409826529], [9.314898883203897, 47.40927872124881], [9.314915634445061, 47.409315938548374], [9.314916074203706, 47.40931675910508], [9.314914862690106, 47.40934029620567], [9.31499132440424, 47.409435589276946], [9.314995974943493, 47.409441946405614], [9.315006101551491, 47.409454017485146], [9.31507563253028, 47.4095406692514], [9.315035096733578, 47.40967807772067], [9.315018901014055, 47.40973296882599], [9.315173072184516, 47.40975359548717], [9.315142676242568, 47.40982974257823], [9.315090237256914, 47.409961082661184], [9.31486846038065, 47.41051659693095], [9.31473625063703, 47.41084771769339], [9.31472261079719, 47.41088188377686], [9.314704792289689, 47.410906914069166], [9.314742442520764, 47.410923765347924], [9.314859392953183, 47.41097611648225], [9.315218888487456, 47.41115652821612], [9.315303449285667, 47.41121454209496], [9.315329142575397, 47.41119108418212], [9.315472763295212, 47.41129014430286], [9.315677063749646, 47.41147730397031], [9.315735879897979, 47.41152383312084], [9.315888146841719, 47.411737253477234], [9.315930289655071, 47.41185254542389], [9.31597707054895, 47.41217040400334], [9.317856298005031, 47.41142690995662]], [[9.31901650351335, 47.40769700862458], [9.319004466862232, 47.4076954141779], [9.319262740755978, 47.407706504790944], [9.319411427096744, 47.40771078697989], [9.319409244548714, 47.407742419049434], [9.319362296664368, 47.407740340337774], [9.319358959510973, 47.4077869347804], [9.319358234253142, 47.407796042287174], [9.31930520400976, 47.40779398159297], [9.319300411426212, 47.4078443963466], [9.319121793518791, 47.40783804612181], [9.319126483338781, 47.407776836967784], [9.319127846869156, 47.407763661546255], [9.319115897793914, 47.407763046329684], [9.31911709712043, 47.40774897390724], [9.319116344458234, 47.40774679995117], [9.319115302629323, 47.40774469367878], [9.31911398487864, 47.407742654874596], [9.319112391841385, 47.407740701521725], [9.319110537715188, 47.40773886037928], [9.319108449307699, 47.40773714000759], [9.31909828052078, 47.40772914547926], [9.319087036537674, 47.40772185220221], [9.319074812296128, 47.40771532160796], [9.319061716296169, 47.407709623904196], [9.319050997552463, 47.4077055698966], [9.319039848804277, 47.40770209867773], [9.319028323983845, 47.40769923636003], [9.31901650351335, 47.40769700862458]]], ""type"": ""Polygon""}";Wärmepumpen Erdsonde
47.42780465853664,9.390869598829378;"{""coordinates"": [[[9.391614312714871, 47.42836283835532], [9.391750262602732, 47.428183698362666], [9.392095830539688, 47.428280098601824], [9.392127665993003, 47.42821985721737], [9.39220950122552, 47.42804883779813], [9.392442782367302, 47.42808081893084], [9.392474120320724, 47.4280471266494], [9.392231804903268, 47.42787990422737], [9.391763360240354, 47.42765294901106], [9.391335378241953, 47.427530310892074], [9.390817883690023, 47.42740917423516], [9.390144743452844, 47.42726303414346], [9.389707193998236, 47.42718372765436], [9.389414534621345, 47.42717627018539], [9.389445809051018, 47.42728114968515], [9.39001188160694, 47.427519610204946], [9.38954995791771, 47.42812883154443], [9.389906921304616, 47.428217587493556], [9.390116138707919, 47.42792668588306], [9.391299144115164, 47.42831842886349], [9.391346159281158, 47.42826789978627], [9.391614312714871, 47.42836283835532]]], ""type"": ""Polygon""}";Fernwärme Endausbaupotential
47.435332694237594,9.373339883944569;"{""coordinates"": [[[9.37451624216232, 47.43511954795726], [9.373339357366909, 47.43445398318651], [9.372814774105619, 47.434820295407434], [9.372466255719281, 47.435198567373895], [9.372730917935627, 47.435231386070384], [9.372414482236078, 47.43619012543083], [9.373744592203227, 47.43593693618274], [9.373907401094367, 47.43558411779684], [9.37451624216232, 47.43511954795726]]], ""type"": ""Polygon""}";dezentral erneuerbar, ausserhalb Bauzone
47.437163222333815,9.39130021189118;"{""coordinates"": [[[9.391854559485518, 47.43728623340049], [9.390908104640896, 47.43664602752983], [9.390788230871811, 47.43672945553845], [9.390978713868655, 47.437064169231405], [9.391273367102162, 47.43755449592382], [9.391329124125306, 47.437647292247334], [9.39156451923148, 47.43750667144188], [9.39159765956757, 47.43748687627958], [9.391613309046791, 47.437474655068236], [9.391854559485518, 47.43728623340049]]], ""type"": ""Polygon""}";dezentral erneuerbar, ausserhalb Bauzone
47.40488144306831,9.30488780626745;"{""coordinates"": [[[9.305841469730725, 47.405152272502356], [9.305002837160325, 47.403740556381955], [9.303473189952282, 47.40422428827176], [9.303711657793421, 47.40465911792081], [9.304220387370057, 47.40515140847364], [9.304503579944054, 47.40521833185796], [9.305285386610468, 47.40614551619969], [9.306106553087638, 47.405855614828035], [9.305841469730725, 47.405152272502356]]], ""type"": ""Polygon""}";Anergie Ausbaugebiet (2019 bis 2023)
47.426527581056085,9.371994626244419;"{""coordinates"": [[[9.37223051891261, 47.42629638241936], [9.372010913838697, 47.42612241396247], [9.371668692308312, 47.42604260557463], [9.371483755884682, 47.42628913482045], [9.371298952557634, 47.42627248632573], [9.371091172546146, 47.426457714646624], [9.37239729897669, 47.42705102597967], [9.372811004356363, 47.42653009629194], [9.37223051891261, 47.42629638241936]]], ""type"": ""Polygon""}";Fernwärme in Betrieb
47.42816841806659,9.396075305634037;"{""coordinates"": [[[9.397037713254468, 47.428351247364596], [9.396686324012226, 47.428318514421555], [9.39662990088429, 47.42833049151015], [9.396509607157356, 47.42827453541271], [9.396735160547692, 47.42798609753272], [9.39653062668078, 47.42789302596526], [9.3960560180528, 47.427677069505776], [9.39470642721126, 47.427221329479806], [9.39441045874306, 47.4277739969714], [9.39547119313592, 47.42814530152517], [9.395320219757735, 47.4283323388161], [9.395721174143988, 47.42850408425535], [9.396273662542074, 47.428612865610944], [9.396806606939434, 47.428688030216186], [9.396747442541146, 47.42898658679408], [9.397136133332168, 47.42906332111344], [9.397930796162292, 47.42899932590029], [9.397461430857108, 47.4284684128458], [9.397037713254468, 47.428351247364596]]], ""type"": ""Polygon""}";Fernwärme Endausbaupotential
47.43940754681876,9.390024312951931;"{""coordinates"": [[[9.391085992660685, 47.439465775156116], [9.390789387605178, 47.43922321821029], [9.390469774771972, 47.43930955074538], [9.390260293356317, 47.43914645701469], [9.389720894364896, 47.438788976948324], [9.389517964982787, 47.4389122577599], [9.389440844034297, 47.43898431940684], [9.38912268632778, 47.438932378213735], [9.38908040094293, 47.4391187684604], [9.389287126154553, 47.43930951308069], [9.389631587527951, 47.43966792811934], [9.389931854838288, 47.439908455828714], [9.390097084273494, 47.440053772679754], [9.390476508891954, 47.43987597717786], [9.390769346296569, 47.43963299399122], [9.391085992660685, 47.439465775156116]]], ""type"": ""Polygon""}";Fernwärme Erweiterung
47.41648808613981,9.398987576698111;"{""coordinates"": [[[9.400555229366018, 47.41657009570174], [9.40054878595294, 47.41656358335856], [9.400531586018133, 47.416568400855105], [9.400523157585413, 47.416562695950596], [9.400343935404633, 47.416440411451426], [9.399577415940845, 47.41587824819769], [9.39931959893697, 47.41573407486049], [9.39890066569613, 47.41553074450172], [9.398281396278607, 47.41557137953103], [9.397647562194186, 47.41597301712917], [9.397484641895138, 47.41595707456032], [9.397441314517994, 47.415968326479494], [9.397249050949833, 47.415992098630625], [9.397188128205594, 47.415995623443145], [9.397828026342102, 47.416820770116146], [9.398875259249609, 47.417055651980185], [9.399509171654364, 47.417581212467496], [9.400467209362269, 47.4173712918576], [9.400501026817608, 47.41720305080591], [9.400220339486841, 47.41717553508505], [9.400142699424215, 47.416763893735975], [9.400139244535445, 47.41675718668824], [9.400160984286167, 47.416752903977574], [9.400183239331442, 47.41674821665012], [9.400236138596311, 47.41673448899925], [9.40028788167291, 47.41671852272087], [9.40033739224522, 47.41670024611973], [9.40038632850144, 47.41668041378019], [9.400436762884901, 47.41665771295179], [9.400486042722294, 47.416633178333804], [9.400527864203092, 47.41660876133122], [9.40056914881274, 47.41658416449268], [9.400555229366018, 47.41657009570174]]], ""type"": ""Polygon""}";Wärmepumpen Erdsonde
47.4330209223876,9.407459783452815;"{""coordinates"": [[[9.40699745300343, 47.43350424842403], [9.407786192037344, 47.43305717192011], [9.409141423708808, 47.4334113523161], [9.409312978646547, 47.43315082787486], [9.40931238861328, 47.433150648999465], [9.409263919996283, 47.43313187108119], [9.409256136902616, 47.43312936768011], [9.40926351539616, 47.433118796465614], [9.409242286405025, 47.43311196986517], [9.409243696595244, 47.43310994850787], [9.409099971541107, 47.43306605567868], [9.40912819778104, 47.433026590851746], [9.408880812859131, 47.43294511240162], [9.408838947252598, 47.43289695479429], [9.40846612418844, 47.432812062471264], [9.408393838087257, 47.432875553009616], [9.408228023319536, 47.43284273288844], [9.408081269077218, 47.43279719901375], [9.4080709317747, 47.43281166224696], [9.408027654947324, 47.43280309682229], [9.408067803558739, 47.43273465699626], [9.408056576791648, 47.432736908580566], [9.40801428173464, 47.4327455555101], [9.407972475456136, 47.43275522874091], [9.407931197373781, 47.43276591860501], [9.407899352317644, 47.43277497224626], [9.407867900898708, 47.43278463096205], [9.407836856366997, 47.43279489452695], [9.40780314269801, 47.43280684099415], [9.407770013496279, 47.4328195332346], [9.407737507847981, 47.43283295258907], [9.407715353539803, 47.43284267779871], [9.407693530218873, 47.432852748244855], [9.407672064386801, 47.43286316347627], [9.407557531666958, 47.43282554612363], [9.407437353247316, 47.4327879978349], [9.407388982077583, 47.4327739768505], [9.407315535874071, 47.4327527355633], [9.407193009754092, 47.43271981543621], [9.40706913932161, 47.43269033690105], [9.406940313806896, 47.43266275099496], [9.406811094397721, 47.4326388513903], [9.405934473412628, 47.432732696083505], [9.405804922655879, 47.4328508351477], [9.406337321771424, 47.43313633158593], [9.40699745300343, 47.43350424842403]]], ""type"": ""Polygon""}";Fernwärme Endausbaupotential
47.44356795399032,9.428052350100721;"{""coordinates"": [[[9.428804857883037, 47.44313692986067], [9.428691188533033, 47.44298547978777], [9.428609021699941, 47.44287600688865], [9.428509113711634, 47.44284781177731], [9.428521290771947, 47.44281065174026], [9.428502131741464, 47.442810765590934], [9.42834183627317, 47.442820335256776], [9.427657628592437, 47.4430497181821], [9.427588211933669, 47.44302832117461], [9.427405697560753, 47.44294232845006], [9.427044660486361, 47.44279193812752], [9.426903506398538, 47.442733141727714], [9.426933294559282, 47.44298481353687], [9.426939669094663, 47.44301415087368], [9.426970674642433, 47.443105692250285], [9.427049051665632, 47.44322100747117], [9.427209499024816, 47.443459590498215], [9.427282971630639, 47.44356926787515], [9.427355043655224, 47.44367268943902], [9.427379028898105, 47.44371333884742], [9.427409778884929, 47.44377672409421], [9.427425095625178, 47.4438292096337], [9.42742748193367, 47.44387566474249], [9.427440102201704, 47.443879073401504], [9.42748655290872, 47.44388529190991], [9.427576281864178, 47.443897297616296], [9.427655174127247, 47.44395998949663], [9.427684215877692, 47.44402839736225], [9.427686234971663, 47.44403628892352], [9.427694915328571, 47.444045343441715], [9.427700083738099, 47.444048079556005], [9.42773507426933, 47.44405140919242], [9.42796488901397, 47.44418821194676], [9.428691825886801, 47.44457290671013], [9.428743504255557, 47.44457420338285], [9.429020706899994, 47.444581172271114], [9.428968515276747, 47.44443285660491], [9.42888328208261, 47.444187951805716], [9.428692154808681, 47.444024672670025], [9.428613122440192, 47.44377707880975], [9.428673797094994, 47.44359768806519], [9.428693115151718, 47.4435507603772], [9.42876229866811, 47.443317349412716], [9.428804857883037, 47.44313692986067]]], ""type"": ""Polygon""}";Wärmepumpen Erdsonde
47.432220454174,9.373291119145277;"{""coordinates"": [[[9.374415779209258, 47.432357778085965], [9.373585714859258, 47.431673640746425], [9.373346663597843, 47.431756193594126], [9.372596071211213, 47.43121880669924], [9.37190110751568, 47.43172949517588], [9.372468028849585, 47.4322265140071], [9.373036661061539, 47.43244456431821], [9.372960030838005, 47.43274934524788], [9.374186326926546, 47.433292701127804], [9.374308641377041, 47.43273200458534], [9.374415779209258, 47.432357778085965]]], ""type"": ""Polygon""}";Wärmeverbunde
47.416526907523355,9.378154771141016;"{""coordinates"": [[[9.37854051139813, 47.417085798340885], [9.378779597839868, 47.41692403304475], [9.379107114884691, 47.416961376568565], [9.379404762936758, 47.41675642212794], [9.377374974553302, 47.41591212259813], [9.377032890495332, 47.416326319772324], [9.377066292806223, 47.41634087417401], [9.37735946379236, 47.41646855155441], [9.377377134739893, 47.41647734190713], [9.377575032931073, 47.41657562301296], [9.37784932778243, 47.41671193803054], [9.378111659632115, 47.416850207599715], [9.378383057548081, 47.41699315572002], [9.378388328737385, 47.41699594623246], [9.37854051139813, 47.417085798340885]]], ""type"": ""Polygon""}";Wärmepumpen Erdsonde
47.4253007395997,9.392873848787282;"{""coordinates"": [[[9.393188300766203, 47.42536950708873], [9.392617259594891, 47.42504965228046], [9.392600543982528, 47.425084006124884], [9.392575938832627, 47.4251345707997], [9.392584412011441, 47.42517001024247], [9.39262475172152, 47.42521834325843], [9.392600752311996, 47.42526915860387], [9.393063876884895, 47.425524639449925], [9.393224885344871, 47.42539534820558], [9.393213403111215, 47.42538628460011], [9.393201194452258, 47.42537765613315], [9.393188300766203, 47.42536950708873]]], ""type"": ""Polygon""}";Wärmepumpen Erdsonde
