coord_x,coord_y,city,canton,year,street_name,street_number,multiple_floors,num_rooms,area,kitchen,status,floor,longitude,latitude
2740712.8,1251827.5,St. Gallen,SG,2010.0,Altwinkelnstrasse,15,0,3,92.0,1.0,3004,5,9.30288254018846,47.402224285126344
2740712.8,1251827.5,St. Gallen,SG,2010.0,Altwinkelnstrasse,15,0,3,92.0,1.0,3004,6,9.30288254018846,47.402224285126344
2740712.8,1251827.5,St. Gallen,SG,2010.0,Altwinkelnstrasse,15,0,3,92.0,1.0,3004,7,9.30288254018846,47.402224285126344
2740712.8,1251827.5,St. Gallen,SG,2010.0,Altwinkelnstrasse,15,0,3,92.0,1.0,3004,8,9.30288254018846,47.402224285126344
2740712.8,1251827.5,St. Gallen,SG,2010.0,Altwinkelnstrasse,15,0,2,60.0,1.0,3004,9,9.30288254018846,47.402224285126344
2740712.8,1251827.5,St. Gallen,SG,2010.0,Altwinkelnstrasse,15,0,2,60.0,1.0,3004,10,9.30288254018846,47.402224285126344
2740608.3,1251793.4,St. Gallen,SG,1918.0,Herisauer Strasse,83,0,4,,1.0,3004,1,9.301487842007804,47.401939985598766
2740608.3,1251793.4,St. Gallen,SG,1918.0,Herisauer Strasse,83,0,4,,1.0,3004,2,9.301487842007804,47.401939985598766
2740608.3,1251793.4,St. Gallen,SG,1918.0,Herisauer Strasse,83,0,3,,1.0,3004,3,9.301487842007804,47.401939985598766
2740658.8,1251683.1,St. Gallen,SG,2003.0,Blériotweg,11,1,5,165.0,1.0,3004,1,9.302121957415904,47.40093741767393
2740494.8,1251891.4,St. Gallen,SG,1945.0,Kreuzbühlstrasse,11,1,4,100.0,1.0,3004,1,9.300015467722655,47.402845393688395
2740684.1,1251773.9,St. Gallen,SG,1948.0,Altwinkelnstrasse,24,0,5,78.0,1.0,3004,1,9.302485581366675,47.40174846088307
2740684.1,1251773.9,St. Gallen,SG,1948.0,Altwinkelnstrasse,24,0,5,78.0,1.0,3004,2,9.302485581366675,47.40174846088307
2740684.1,1251773.9,St. Gallen,SG,1948.0,Altwinkelnstrasse,24,0,4,64.0,1.0,3004,3,9.302485581366675,47.40174846088307
2740478.0,1251798.2,St. Gallen,SG,2019.0,Mittelholzerstrasse,13,0,3,84.0,1.0,3004,1,9.299763691963157,47.40201095000062
2740478.0,1251798.2,St. Gallen,SG,2019.0,Mittelholzerstrasse,13,0,2,56.0,1.0,3004,2,9.299763691963157,47.40201095000062
2740478.0,1251798.2,St. Gallen,SG,2019.0,Mittelholzerstrasse,13,0,3,84.0,1.0,3004,3,9.299763691963157,47.40201095000062
2740478.0,1251798.2,St. Gallen,SG,2019.0,Mittelholzerstrasse,13,0,2,60.0,1.0,3004,4,9.299763691963157,47.40201095000062
2740478.0,1251798.2,St. Gallen,SG,2019.0,Mittelholzerstrasse,13,0,2,60.0,1.0,3004,5,9.299763691963157,47.40201095000062
